@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

adult,5,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1446,29304,3256,2678,578,0,82.248157,17.751843,0,0.465147,0.186059,0.389568,50.865627,91.07431,2594.557004,4795.412531,-2200.855528,0.796854,1.472793,-0.675938,1134.810026,0.348529,142497.007962,0.926346,2289,0.504459,396,0.495541,389,0.073654,182,0.852514,0.926346,0.887898,0.474545,0.877523,0.958569,0.822482,0.400595,0.599405,0.177518,0.811226,0.822482,0.812158,0.474545,0.877509,0.893489,0.730822,0.822482,0.007,0.009,0,0.015625,0,15.625,11403,4371311,490159,90.663391,60.19656,?
adult,6,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2737,519,0,84.060197,15.939803,0,0.514391,0.166384,0.368214,45.48677,86.082152,2594.557004,3954.118846,-1359.561842,0.796854,1.21441,-0.417556,1288.001534,0.395578,161733.118907,0.942938,2330,0.481529,378,0.518471,407,0.057062,141,0.860414,0.942938,0.899788,0.527525,0.902251,0.967689,0.840602,0.379193,0.620807,0.159398,0.832034,0.840602,0.830079,0.527525,0.902229,0.914438,0.75522,0.840602,0.007,0.013,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.584767,58.891278,?
adult,6,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2712,544,0,83.292383,16.707617,0,0.498473,0.173739,0.373745,47.516103,87.413257,2592.90042,3908.394493,-1315.494072,0.796345,1.200367,-0.404022,1231.774841,0.378309,154661.809613,0.93123,2302,0.477041,374,0.522959,410,0.06877,170,0.860239,0.93123,0.894328,0.50753,0.885116,0.95902,0.832924,0.378735,0.621265,0.167076,0.823316,0.832924,0.82374,0.50753,0.885106,0.902539,0.74775,0.832924,0.006,0.009,0.015625,0,15.625,0,11403,4371311,490159,91.830467,60.641892,?
adult,6,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2740,516,0,84.152334,15.847666,0,0.52655,0.166753,0.361933,45.605499,84.650689,2592.90042,3302.586262,-709.685841,0.796345,1.014308,-0.217962,1285.913042,0.394936,161459.409113,0.934871,2311,0.452806,355,0.547194,429,0.065129,161,0.866842,0.934871,0.899572,0.535095,0.899358,0.966408,0.841523,0.359459,0.640541,0.158477,0.833198,0.841523,0.833327,0.535095,0.899353,0.913085,0.762013,0.841523,0.006,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.751843,60.764742,?
adult,6,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2681,575,0,82.340295,17.659705,0,0.471157,0.180512,0.38346,49.368421,89.685545,2592.90042,4682.767552,-2089.867131,0.796345,1.438196,-0.641851,1170.477117,0.359483,146965.259427,0.923948,2284,0.493622,387,0.506378,397,0.076052,188,0.85511,0.923948,0.888198,0.479253,0.88746,0.963008,0.823403,0.393077,0.606923,0.176597,0.812617,0.823403,0.813984,0.479253,0.88744,0.902139,0.734091,0.823403,0.009,0.014,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.246929,60.19656,?
adult,6,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2704,552,0,83.046683,16.953317,0,0.479149,0.173842,0.375864,47.544121,87.909015,2592.90042,3529.517882,-936.617462,0.796345,1.084004,-0.287659,1225.974617,0.376528,153933.532657,0.93932,2322,0.512755,402,0.487245,382,0.06068,150,0.852423,0.93932,0.893764,0.493297,0.898363,0.966661,0.830467,0.403902,0.596098,0.169533,0.820067,0.830467,0.818346,0.493297,0.898359,0.909144,0.737156,0.830467,0.008,0.012,0,0.015625,0,15.625,11403,4371311,490159,91.615479,59.766585,?
adult,6,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2726,530,0,83.722359,16.277641,0,0.510444,0.170195,0.363332,46.546633,84.977879,2592.90042,2851.734647,-258.834226,0.796345,0.87584,-0.079495,1261.558265,0.387456,158401.420137,0.934871,2311,0.470663,369,0.529337,415,0.065129,161,0.862313,0.934871,0.897127,0.520134,0.895292,0.965077,0.837224,0.373016,0.626984,0.162776,0.828163,0.837224,0.828062,0.520134,0.895289,0.910445,0.753711,0.837224,0.007,0.012,0.015625,0,15.625,0,11403,4371311,490159,93.120393,61.839681,?
adult,6,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2681,575,0,82.340295,17.659705,0,0.470653,0.184654,0.38126,50.501062,89.17098,2592.90042,3820.744224,-1227.843803,0.796345,1.173447,-0.377102,1149.089345,0.352914,144279.807886,0.924353,2285,0.494898,388,0.505102,396,0.075647,187,0.854845,0.924353,0.888241,0.478923,0.880419,0.960063,0.823403,0.393948,0.606052,0.176597,0.812563,0.823403,0.813869,0.478923,0.880408,0.896323,0.733806,0.823403,0.007,0.01,0,0.015625,0,15.625,11403,4371311,490159,91.922604,62.054668,?
adult,6,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2706,550,0,83.108108,16.891892,0,0.489526,0.175801,0.376777,48.080032,88.122468,2592.90042,3141.997836,-549.097416,0.796345,0.964987,-0.168642,1213.103794,0.372575,152317.470543,0.932848,2306,0.489796,384,0.510204,400,0.067152,166,0.857249,0.932848,0.893452,0.499865,0.889412,0.96302,0.831081,0.388029,0.611971,0.168919,0.821002,0.831081,0.821009,0.499865,0.889412,0.904668,0.743022,0.831081,0.006,0.01,0,0.015625,0,15.625,11403,4371311,490159,91.154791,59.981572,?
adult,6,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2712,544,0,83.292383,16.707617,0,0.492163,0.173178,0.376481,47.362604,88.053292,2592.90042,4674.367029,-2081.466608,0.796345,1.435616,-0.639271,1236.6874,0.379818,155278.631113,0.936489,2315,0.493622,387,0.506378,397,0.063511,157,0.856773,0.936489,0.894859,0.503915,0.889948,0.963018,0.832924,0.390058,0.609942,0.167076,0.823023,0.832924,0.822277,0.503915,0.889899,0.904922,0.744141,0.832924,0.006,0.009,0.015625,0,15.625,0,11403,4371311,490159,91.062654,59.367322,?
adult,6,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2718,538,0,83.476658,16.523342,0,0.506833,0.172067,0.370586,47.058811,86.674484,2592.90042,4073.751213,-1480.850793,0.796345,1.251152,-0.454807,1244.094331,0.382093,156208.646358,0.930016,2299,0.465561,365,0.534439,419,0.069984,173,0.862988,0.930016,0.895249,0.51487,0.889717,0.96234,0.834767,0.370312,0.629688,0.165233,0.825614,0.834767,0.826327,0.51487,0.889716,0.905089,0.75213,0.834767,0.005,0.009,0,0.015625,0,15.625,11403,4371311,490159,92.10688,60.488329,?
adult,7,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2703,553,0,83.015971,16.984029,0,0.489992,0.175118,0.36834,47.874534,86.111567,2594.557004,4282.835435,-1688.278431,0.796854,1.315367,-0.518513,1223.321516,0.375713,153611.311019,0.929988,2298,0.484076,380,0.515924,405,0.070012,173,0.858103,0.929988,0.892601,0.499172,0.894477,0.96299,0.83016,0.384248,0.615752,0.16984,0.820152,0.83016,0.820677,0.499172,0.894459,0.902985,0.743439,0.83016,0.005,0.009,0,0,0,0,11403,4371311,490159,93.120393,62.085381,?
adult,7,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2735,521,0,83.998771,16.001229,0,0.527136,0.167601,0.36567,45.837386,85.524751,2592.90042,3163.754951,-570.85453,0.796345,0.971669,-0.175324,1275.302691,0.391678,160127.172136,0.929207,2297,0.441327,346,0.558673,438,0.070793,175,0.869088,0.929207,0.898143,0.533601,0.897763,0.964182,0.839988,0.352107,0.647893,0.160012,0.83187,0.839988,0.832869,0.533601,0.897759,0.911201,0.7626,0.839988,0.007,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.628993,60.611179,?
adult,7,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2699,557,0,82.89312,17.10688,0,0.488688,0.175864,0.378837,48.097094,88.604265,2592.90042,3845.512857,-1252.612437,0.796345,1.181054,-0.384709,1205.70424,0.370302,151388.381571,0.92678,2291,0.479592,376,0.520408,408,0.07322,181,0.859018,0.92678,0.891613,0.496711,0.892128,0.964625,0.828931,0.381743,0.618257,0.171069,0.818971,0.828931,0.820029,0.496711,0.892118,0.907483,0.742966,0.828931,0.005,0.009,0.015625,0,15.625,0,11403,4371311,490159,91.216216,59.82801,?
adult,7,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2719,537,0,83.507371,16.492629,0,0.494539,0.17417,0.369577,47.633915,86.438557,2592.90042,2729.364075,-136.463654,0.796345,0.838257,-0.041911,1233.004687,0.378687,154816.229231,0.941343,2327,0.5,392,0.5,392,0.058657,145,0.855829,0.941343,0.896552,0.508472,0.895971,0.965464,0.835074,0.393731,0.606269,0.164926,0.825527,0.835074,0.823579,0.508472,0.895971,0.910891,0.745021,0.835074,0.008,0.009,0,0.015625,0,15.625,11403,4371311,490159,93.058968,61.640049,?
adult,7,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2740,516,0,84.152334,15.847666,0,0.520621,0.165612,0.361868,45.293435,84.635506,2592.90042,3351.685416,-758.784995,0.796345,1.029387,-0.233042,1299.138612,0.398998,163120.013405,0.940129,2324,0.469388,368,0.530612,416,0.059871,148,0.863299,0.940129,0.900077,0.531848,0.904005,0.968067,0.841523,0.370782,0.629218,0.158477,0.833029,0.841523,0.831967,0.531848,0.903998,0.916113,0.758644,0.841523,0.006,0.008,0,0.015625,0,15.625,11403,4371311,490159,92.72113,60.472973,?
adult,7,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2723,533,0,83.630221,16.369779,0,0.504589,0.171202,0.373069,46.82219,87.25522,2592.90042,3617.875022,-1024.974602,0.796345,1.111141,-0.314796,1247.855668,0.383248,156680.920275,0.936893,2316,0.480867,377,0.519133,407,0.063107,156,0.860007,0.936893,0.896805,0.515584,0.897112,0.966389,0.836302,0.380276,0.619724,0.163698,0.826997,0.836302,0.826376,0.515584,0.897108,0.909507,0.750556,0.836302,0.008,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.799754,59.781941,?
adult,7,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2720,536,0,83.538084,16.461916,0,0.499146,0.173728,0.37396,47.513035,87.463586,2592.90042,4011.234704,-1418.334284,0.796345,1.231952,-0.435606,1230.818388,0.378015,154541.717267,0.938511,2320,0.489796,384,0.510204,400,0.061489,152,0.857988,0.938511,0.896445,0.511305,0.884791,0.960347,0.835381,0.386665,0.613335,0.164619,0.825879,0.835381,0.824777,0.511305,0.884784,0.902431,0.747624,0.835381,0.008,0.011,0.015625,0.015625,15.625,15.625,11403,4371311,490159,91.707617,60.350123,?
adult,7,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2695,561,0,82.77027,17.22973,0,0.485505,0.178296,0.377015,48.7623,88.178041,2592.90042,3683.024952,-1090.124531,0.796345,1.13115,-0.334805,1193.015896,0.366405,149795.231453,0.925566,2288,0.480867,377,0.519133,407,0.074434,184,0.858537,0.925566,0.890792,0.493294,0.883236,0.960673,0.827703,0.383004,0.616996,0.172297,0.817633,0.827703,0.818847,0.493294,0.883238,0.900425,0.741396,0.827703,0.005,0.011,0,0.015625,0,15.625,11403,4371311,490159,91.615479,60.887592,?
adult,7,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2664,592,0,81.818182,18.181818,0,0.454742,0.188165,0.394529,51.461239,92.27425,2592.90042,5972.689477,-3379.789057,0.796345,1.834364,-1.038019,1113.184039,0.341887,139771.533029,0.921117,2277,0.506378,397,0.493622,387,0.078883,195,0.851533,0.921117,0.884959,0.462823,0.873296,0.957091,0.818182,0.403443,0.596557,0.181818,0.806606,0.818182,0.808307,0.462823,0.873249,0.890794,0.725789,0.818182,0.009,0.012,0.015625,0.015625,15.625,15.625,11403,4371311,490159,90.018428,59.843366,?
adult,7,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2733,523,0,83.937346,16.062654,0,0.512474,0.169979,0.367975,46.487697,86.063882,2592.90042,3477.943539,-885.043119,0.796345,1.068164,-0.271819,1262.564983,0.387766,158527.823891,0.940129,2324,0.478316,375,0.521684,409,0.059871,148,0.86106,0.940129,0.898859,0.524348,0.895201,0.964879,0.839373,0.37756,0.62244,0.160627,0.830535,0.839373,0.829304,0.524348,0.895191,0.909672,0.754426,0.839373,0.008,0.012,0,0.015625,0,15.625,11403,4371311,490159,92.22973,60.549754,?
adult,8,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2722,534,0,83.599509,16.400491,0,0.509155,0.169989,0.367581,46.472513,85.934268,2594.557004,3775.774816,-1181.217812,0.796854,1.159636,-0.362782,1261.09311,0.387314,158354.253881,0.932416,2304,0.467516,367,0.532484,418,0.067584,167,0.862598,0.932416,0.896149,0.517984,0.89957,0.966732,0.835995,0.371095,0.628905,0.164005,0.8269,0.835995,0.827213,0.517984,0.899569,0.911272,0.753184,0.835995,0.007,0.01,0.015625,0,15.625,0,11403,4371311,490159,92.567568,60.703317,?
adult,8,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2715,541,0,83.384521,16.615479,0,0.500044,0.175011,0.371815,47.863781,86.961799,2592.90042,3827.067358,-1234.166937,0.796345,1.175389,-0.379044,1220.272231,0.374776,153217.540365,0.932848,2306,0.478316,375,0.521684,409,0.067152,166,0.860127,0.932848,0.895013,0.509641,0.897886,0.967036,0.833845,0.379314,0.620686,0.166155,0.824292,0.833845,0.824438,0.509641,0.897878,0.908395,0.748463,0.833845,0.006,0.012,0,0.015625,0,15.625,11403,4371311,490159,92.751843,61.440418,?
adult,8,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2702,554,0,82.985258,17.014742,0,0.488276,0.178157,0.378807,48.724382,88.597162,2592.90042,4176.496263,-1583.595843,0.796345,1.282708,-0.486362,1199.263738,0.368324,150579.711296,0.930016,2299,0.485969,381,0.514031,403,0.069984,173,0.857836,0.930016,0.892469,0.497545,0.883963,0.960806,0.829853,0.385806,0.614194,0.170147,0.819748,0.829853,0.820276,0.497545,0.883953,0.90017,0.742558,0.829853,0.007,0.01,0,0.015625,0,15.625,11403,4371311,490159,91.523342,60.365479,?
adult,8,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2720,536,0,83.538084,16.461916,0,0.500115,0.176127,0.375788,48.169091,87.891043,2592.90042,3851.022354,-1258.121933,0.796345,1.182746,-0.386401,1209.941073,0.371604,151920.358817,0.937702,2318,0.487245,382,0.512755,402,0.062298,154,0.858519,0.937702,0.896365,0.511819,0.885051,0.958441,0.835381,0.384923,0.615077,0.164619,0.825893,0.835381,0.825004,0.511819,0.885041,0.900917,0.748183,0.835381,0.005,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.400491,60.380835,?
adult,8,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2705,551,0,83.077396,16.922604,0,0.498018,0.177112,0.376735,48.438576,88.112532,2592.90042,4160.450702,-1567.550282,0.796345,1.27778,-0.481434,1205.350477,0.370194,151343.963035,0.924757,2286,0.465561,365,0.534439,419,0.075243,186,0.862316,0.924757,0.892446,0.504775,0.883196,0.960771,0.830774,0.371578,0.628422,0.169226,0.821442,0.830774,0.822826,0.504775,0.883184,0.899487,0.747879,0.830774,0.007,0.01,0,0.015625,0,15.625,11403,4371311,490159,91.584767,60.703317,?
adult,8,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2737,519,0,84.060197,15.939803,0,0.515735,0.166366,0.35946,45.499456,84.072359,2592.90042,3246.738261,-653.837841,0.796345,0.997155,-0.20081,1289.346705,0.395991,161890.540296,0.941343,2327,0.477041,374,0.522959,410,0.058657,145,0.861533,0.941343,0.899671,0.527927,0.900748,0.966818,0.840602,0.3763,0.6237,0.159398,0.831966,0.840602,0.8305,0.527927,0.900738,0.914433,0.756034,0.840602,0.006,0.009,0.015625,0,15.625,0,11403,4371311,490159,93.642506,61.563268,?
adult,8,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2713,543,0,83.323096,16.676904,0,0.488392,0.175182,0.376656,47.91056,88.094127,2592.90042,3756.987132,-1164.086711,0.796345,1.153866,-0.35752,1220.469296,0.374837,153242.283867,0.940534,2325,0.505102,396,0.494898,388,0.059466,147,0.854465,0.940534,0.895436,0.502414,0.891029,0.96367,0.833231,0.397799,0.602201,0.166769,0.823348,0.833231,0.821488,0.502414,0.891022,0.905105,0.74188,0.833231,0.006,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.431204,59.981572,?
adult,8,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2734,522,0,83.968059,16.031941,0,0.514579,0.168613,0.364315,46.114083,85.207836,2592.90042,3392.881655,-799.981235,0.796345,1.04204,-0.245694,1276.26992,0.391975,160248.617532,0.93932,2322,0.47449,372,0.52551,412,0.06068,150,0.861915,0.93932,0.898955,0.525908,0.897967,0.966283,0.839681,0.37485,0.62515,0.160319,0.830897,0.839681,0.829904,0.525908,0.89796,0.910424,0.755569,0.839681,0.007,0.009,0.015625,0,15.625,0,11403,4371311,490159,92.782555,61.240786,?
adult,8,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2738,518,0,84.090909,15.909091,0,0.521986,0.166904,0.363943,45.646735,85.120753,2592.90042,3108.01387,-515.113449,0.796345,0.95455,-0.158204,1282.505116,0.39389,161031.509579,0.936893,2316,0.461735,362,0.538265,422,0.063107,156,0.864824,0.936893,0.899417,0.531682,0.894379,0.962857,0.840909,0.365751,0.634249,0.159091,0.832386,0.840909,0.83206,0.531682,0.894374,0.910882,0.759547,0.840909,0.006,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.536855,60.396192,?
adult,8,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2701,555,0,82.954545,17.045455,0,0.490524,0.175609,0.374981,48.027432,87.702412,2592.90042,3224.181342,-631.280922,0.796345,0.990228,-0.193882,1211.741263,0.372156,152146.390912,0.927184,2292,0.478316,375,0.521684,409,0.072816,180,0.859393,0.927184,0.892002,0.498577,0.891025,0.963578,0.829545,0.380677,0.619323,0.170455,0.819664,0.829545,0.820675,0.498577,0.891025,0.907053,0.743889,0.829545,0.006,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.861179,60.626536,?
adult,9,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2721,535,0,83.568796,16.431204,0,0.499838,0.171725,0.369687,46.965219,86.464146,2592.90042,3357.268141,-764.36772,0.796345,1.031102,-0.234757,1247.953024,0.383278,156693.144419,0.938916,2321,0.489796,384,0.510204,400,0.061084,151,0.858041,0.938916,0.896658,0.512136,0.889702,0.962638,0.835688,0.386568,0.613432,0.164312,0.826236,0.835688,0.825047,0.512136,0.889696,0.90678,0.747955,0.835688,0.006,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.014742,60.519042,?
adult,9,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2717,539,0,83.445946,16.554054,0,0.514,0.173223,0.364776,47.374925,85.315657,2592.90042,3549.775582,-956.875161,0.796345,1.090226,-0.293881,1236.038078,0.379619,155197.102204,0.922735,2281,0.443878,348,0.556122,436,0.077265,191,0.86763,0.922735,0.894334,0.519229,0.889676,0.961564,0.834459,0.355602,0.644398,0.165541,0.826154,0.834459,0.827797,0.519229,0.889667,0.904951,0.756168,0.834459,0.007,0.009,0.015625,0,15.625,0,11403,4371311,490159,93.304668,62.13145,?
adult,9,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2752,504,0,84.520885,15.479115,0,0.534906,0.166676,0.362065,45.584281,84.6815,2592.90042,3020.570033,-427.669612,0.796345,0.927693,-0.131348,1296.660311,0.398237,162808.837638,0.939725,2323,0.452806,355,0.547194,429,0.060275,149,0.867438,0.939725,0.902136,0.544841,0.896595,0.965496,0.845209,0.35829,0.64171,0.154791,0.837286,0.845209,0.836599,0.544841,0.896595,0.911246,0.766046,0.845209,0.005,0.009,0,0.015625,0,15.625,11403,4371311,490159,92.260442,60.85688,?
adult,9,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2704,552,0,83.046683,16.953317,0,0.491584,0.173839,0.372122,47.543341,87.033794,2592.90042,4199.600766,-1606.700345,0.796345,1.289804,-0.493458,1231.186357,0.378128,154587.919514,0.929207,2297,0.480867,377,0.519133,407,0.070793,175,0.859013,0.929207,0.892732,0.500319,0.889427,0.96278,0.830467,0.382127,0.617873,0.169533,0.820559,0.830467,0.821259,0.500319,0.889418,0.904154,0.744316,0.830467,0.005,0.008,0.015625,0,15.625,0,11403,4371311,490159,92.076167,60.97973,?
adult,9,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2691,565,0,82.64742,17.35258,0,0.471792,0.182334,0.381175,49.866621,89.150994,2592.90042,3494.195851,-901.295431,0.796345,1.073156,-0.276811,1159.568617,0.356133,145595.586638,0.932848,2306,0.508929,399,0.491071,385,0.067152,166,0.852495,0.932848,0.890863,0.483399,0.886885,0.963271,0.826474,0.402555,0.597445,0.173526,0.815471,0.826474,0.815236,0.483399,0.886881,0.901044,0.733821,0.826474,0.007,0.009,0,0.015625,0,15.625,11403,4371311,490159,91.861179,61.455774,?
adult,9,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.unsupervised.instance.RemovePercentage -P 70.0\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20220425.1447,29304,3256,2701,555,0,82.954545,17.045455,0,0.480133,0.176988,0.379928,48.404537,88.859325,2592.90042,4329.917002,-1737.016582,0.796345,1.329827,-0.533482,1199.80552,0.368491,150647.737456,0.93568,2313,0.505102,396,0.494898,388,0.06432,159,0.853821,0.93568,0.892878,0.49242,0.89509,0.965451,0.829545,0.398968,0.601032,0.170455,0.819028,0.829545,0.818268,0.49242,0.895081,0.905251,0.737949,0.829545,0.006,0.011,0.015625,0,15.625,0,11403,4371311,490159,91.615479,60.119779,?
